,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
3824,0,14,0,10,2,82,1,26,17,21,4,2,0,5,3,84,0,30159,0,4,285,1,0,959,257,0,238,11,1085,3,0,124,131,3,3,0,9,14111,13,11227
3825,0,4,29,2,5,17,17,4,12,16,2,1,0,7,3,29,36256,37516,0,5,164,1,0,996,42,36855,41,2,102,39071,5,84,0,3,37635,0,9,21,0,9
3826,0,2,8,24,3,182,3,3,2,18,1,3,0,3,7,95,200,245,0,0,2863,1,1,2,1926,203,1607,1,1492,231,4,222,0,0,214,0,1,215,2,1201
3827,0,4,6,0,9,116,3,3,0,22,2,3,3,0,3,68,314,392,0,1,2860,5,0,10782,486,319,447,0,435,372,5,102,1,2,337,0,0,335,1,2
3828,1,0,19,4,9,81,0,4,0,5,0,1,2,0,7,11,36277,37539,0,5,253,1,0,2,280,36874,214,1,3703,39099,6,1913,1,2,37659,0,1,6113,1,2
3829,1,1,3,3,3,102,8,19,17,8,2,2,0,3,943,11,2021,2389,0,1,7,1,0,193,138,2039,7,1,1699,2211,0,974,1,2,2113,0,1,1784,1,2
3830,0,2,2,8,7,12,3,3,6,1,1,3,0,1,3,14,63,78,0,2,1337,1,0,2,1015,64,895,1,506,72,1,80,0,0,71,0,1,68,4,48
3831,0,2,26,4,1,85,3,3,2,23,1,3,0,6,3,183,9924,11473,0,5,4748,129,0,2,1906,10043,1592,1,498,10924,4,346,1,2,10366,1,0,390,1,2
3832,0,2,3,3,3,37,30,25,1,41,1,8,2,3,3,37,36296,3010,0,2,2917,1,0,488,559,36892,512,2,55,39121,7,49,58,3,37678,0,6,2215,3,1690
3833,0,4,12,2,9,66,37,17,3,26,2,7,2,8,3,11,45,56,0,0,2508,1,0,456,3499,46,363,1,2791,52,7,198,1,2,50,3,9,51,1,2
3834,0,2,3,3,3,62,3,3,7,23,1,3,0,3,6,11,2021,2389,0,0,5228,1,1,2,548,2039,503,1,1699,2211,6,974,1,2,2113,0,1,1784,1,2
3835,0,2,8,7,9,93,3,3,0,5,1,3,3,0,3,67,0,101,0,0,1570,0,1,3744,157,79,149,1,157,93,2,101,1,2,87,0,1,4,1,2
3836,0,0,0,5,7,101,9,2,3,15,2,0,0,1,3,14,1018,1215,0,1,835,30,0,5608,710,1032,642,1,477,1136,0,179,0,3,1074,0,1,712,4,48
3837,0,4,4,12,4,72,3,3,12,32,2,3,0,5,13,67,0,101,0,0,144,1,0,3,3,79,3,1,124,93,0,101,1,2,87,0,1,4,1,2
3838,0,21,34,2,7,102,49,22,12,36,0,0,3,1,3,32,2292,39,0,0,2972,1,0,4119,764,2318,688,0,1792,2523,0,446,1,2,2402,0,9,35,1,2
3839,1,3,60,12,3,147,4,11,2,1,2,2,3,3,20,84,0,15,1,6,273,1,0,1520,164,0,154,9,333,3,0,124,111,3,3,1,0,138,13,16219
3840,0,4,29,10,10,95,28,1,8,41,2,1,0,10,3,67,0,101,0,0,153,1,0,209,53,79,52,1,124,93,1,101,1,2,87,0,1,4,1,2
3841,0,2,0,7,6,18,3,3,5,9,1,3,0,8,3,11,11666,13455,0,4,153,1,0,38,53,11834,52,0,3671,12906,1,1677,1,2,12196,0,1,991,1,2
3842,0,13,0,8,5,85,14,19,13,36,0,1,2,7,15,36,0,5840,3,5,2702,5,0,3,458,0,100,5,1362,3,6,100,0,0,3,3,9,4070,4,3183
3843,0,2,0,7,5,79,2,4,7,15,1,1,3,7,0,66,2243,1290,1,5,5590,1,0,2598,118,2268,115,1,634,1199,6,380,1,2,2350,0,2,89,1,2
3844,0,2,26,3,9,143,3,3,0,5,1,3,0,0,11,14,0,15,0,0,353,5,1,1958,153,0,145,0,256,3,0,15,0,1,3,0,0,138,4,6
3845,0,2,52,5,1,29,3,3,8,23,1,3,0,6,22,18,64,80,3,0,422,1,0,313,382,65,350,2,22,74,3,21,1,2,72,3,1,69,1,2
3846,0,0,7,19,16,133,9,7,9,26,0,2,0,18,7,212,62,76,14,5,5588,1,0,9925,3091,63,2409,2,851,71,0,418,0,1,69,0,9,66,8,1435
3847,0,2,34,12,10,76,3,3,9,25,1,3,0,10,3,67,0,101,0,5,144,5,0,105,3,79,3,1,157,93,0,101,1,2,87,0,1,4,1,2
3848,0,15,13,5,7,85,24,37,8,50,0,7,2,1,7,67,0,101,3,1,3558,1,0,2,568,79,521,1,157,93,0,101,1,2,87,0,1,4,1,2
3849,0,2,3,3,3,143,34,3,1,35,1,3,0,3,3,11,8,10,3,0,1303,6,1,845,654,9,591,2,1113,10,1,462,1,2,10,0,0,9,1,2
3850,1,3,23,2,7,7,19,2,5,1,0,1,0,4,3,106,25,16,5,0,1743,1,0,1554,409,26,376,0,542,28,0,225,1,2,29,1,9,14,1,2
3851,1,0,45,4,9,147,38,1,7,10,2,1,0,0,6,67,0,101,0,1,4177,1,0,2,2516,79,1010,1,157,93,4,101,1,2,87,1,2,4,1,2
3852,0,2,5,3,1,67,1,4,5,4,1,1,0,6,3,14,8,10,14,1,1032,1,0,12862,837,9,749,1,151,10,5,15,0,1,10,0,1,9,4,55
3853,0,4,3,3,3,47,1,4,1,10,2,1,0,3,3,46,36411,37652,14,3,6397,1,0,1109,3385,37007,2565,10,1853,39249,5,68,457,0,37794,0,1,16704,2,13236
3854,0,2,18,3,1,47,9,2,2,21,1,1,0,6,3,7,30,16,1,5,3869,1,0,8412,259,31,239,1,145,34,0,115,1,2,34,0,1,14,1,2
3855,0,2,34,5,3,12,3,3,1,1,1,3,0,3,3,93,114,136,0,1,232,1,0,2,3,117,3,7,293,135,4,218,1,2,124,0,0,120,1,2
3856,0,2,1,8,2,167,3,3,7,36,1,3,0,11,3,66,77,100,0,0,981,5,0,2,805,78,721,2,549,92,7,380,1,2,86,0,2,89,1,2
3857,1,11,3,0,7,120,0,12,1,8,3,12,0,1,7,34,0,15,3,0,12,1,0,8,11,0,11,2,274,3,0,46,0,3,3,0,9,21,8,9
3858,0,2,65,3,3,194,3,13,1,31,1,9,0,3,27,104,0,15,0,0,4658,1,1,2,4379,0,2189,0,1421,3,4,160,0,1,3,3,9,1821,4,6
3859,0,2,34,18,3,137,3,13,2,31,1,9,0,3,11,14,4482,5223,3,0,511,1,1,2,456,4537,264,0,1073,4892,3,213,0,1,4677,0,2,3685,4,53
3860,1,4,1,7,7,0,0,4,6,1,2,1,0,1,3,175,2517,2998,0,1,2754,1,0,1239,1870,2543,1565,2,1177,2761,5,741,0,0,2635,0,6,2212,20,5586
3861,0,2,31,13,5,95,26,3,5,0,1,3,0,7,27,274,2,2,0,0,874,1,0,557,175,2,164,1,943,2,0,603,1,2,2,0,8,2,1,2
3862,0,2,61,4,3,52,3,3,1,36,1,3,0,3,0,26,25882,28364,0,4,2823,1,0,168,1366,26303,1177,10,778,28422,3,30,215,3,27041,0,7,16489,24,1135
3863,0,2,21,4,7,143,42,3,5,12,1,3,3,1,3,11,8699,4056,0,1,576,0,1,234,290,8804,265,1,2300,9552,0,1153,1,2,9082,0,10,2907,1,2
3864,0,5,3,3,3,108,4,37,4,50,3,12,3,3,3,11,636,687,0,5,250,1,0,86,11,647,11,2,5603,634,7,490,1,2,678,0,1,563,1,2
3865,0,4,7,10,17,101,46,7,13,41,2,2,0,15,3,36,7605,8834,0,0,3,5,0,21,3,7697,3,2,644,8322,0,56,0,3,7930,1,1,5959,4,6355
3866,1,2,23,2,7,59,18,0,6,40,1,0,0,1,0,119,22751,25394,1,0,4627,22,0,941,2643,23133,1122,1,387,25188,0,278,1,2,23816,3,1,175,1,2
3867,0,4,7,8,7,37,29,4,13,7,2,1,0,1,3,37,15290,17528,0,0,900,1,0,5124,251,15511,233,9,101,16985,0,49,39,3,7603,0,6,2618,3,2007
3868,0,2,8,3,11,14,3,3,7,25,1,3,0,13,6,18,19985,8538,0,0,262,5,0,2,237,20288,220,1,198,8067,4,120,1,2,20912,0,1,5779,1,2
3869,1,3,4,8,5,102,12,7,8,25,2,0,0,7,3,67,0,101,0,1,2890,19,0,2,1945,79,1620,1,157,93,0,101,1,2,87,0,1,4,1,2
3870,0,4,34,5,7,86,35,15,9,41,2,0,0,1,7,114,0,1618,0,5,6734,1,0,6938,1473,0,1252,1,1258,3,0,177,1,2,3,1,1,1252,1,2
3871,0,13,1,7,6,89,9,17,15,44,0,7,3,8,3,56,0,15,0,0,1159,4,0,3944,261,0,241,2,176,3,0,137,42,3,3,0,6,10600,3,7917
3872,0,2,9,2,6,96,29,15,16,7,1,0,3,8,3,61,33949,12145,1,4,2741,5,0,197,1381,34488,1188,9,260,930,0,91,219,3,35303,0,1,2257,2,831
3873,1,4,14,3,1,17,13,2,5,36,2,1,0,6,3,14,9886,11432,0,0,2044,1,0,393,464,10003,428,2,242,10888,1,179,0,3,10330,0,9,269,4,48
3874,0,0,1,5,7,12,30,18,4,14,2,2,0,1,2,66,4083,4819,1,1,233,1,0,2,216,4132,201,5,1462,4478,0,99,1,2,4270,1,9,89,1,2
3875,0,0,30,7,7,7,4,2,6,4,0,0,0,4,3,11,0,14246,0,0,9133,1,0,4526,4074,0,2897,1,7294,39402,1,2219,1,2,37944,0,9,8280,1,2
3876,0,2,11,3,3,174,3,3,16,41,1,3,0,3,50,11,8,10,0,0,290,10,1,1420,261,9,241,2,2423,10,0,865,1,2,10,0,6,9,1,2
3877,0,2,1,4,1,92,3,3,16,23,1,3,0,6,0,149,245,303,3,5,192,1,0,2,177,250,165,2,356,289,3,257,1,2,267,0,1,263,1,2
3878,1,3,1,24,4,72,1,16,11,50,0,2,3,5,0,37,0,37810,0,1,528,5,0,6522,469,0,433,0,73,3,0,49,0,3,3,0,8,21435,3,17015
3879,1,10,45,2,7,26,24,16,13,37,0,2,3,1,3,86,34,41,0,5,5006,1,0,1643,1428,35,1227,0,178,38,0,127,0,1,38,0,9,2,2,88
3880,0,2,11,0,3,124,3,13,1,31,1,9,0,3,3,209,5685,6615,3,4,1098,1,1,4494,151,5768,54,1,1013,6247,0,415,0,1,5960,0,1,4574,4,4603
3881,1,10,3,3,3,50,4,15,1,3,0,1,0,3,3,11,3674,4327,0,2,1378,6,0,2,33,3718,32,10,6187,4021,0,2727,1,2,3853,0,1,2856,1,2
3882,0,3,9,12,10,109,13,22,11,20,0,2,0,10,3,11,0,15,1,1,590,3,0,1953,64,0,63,1,5548,3,0,2673,1,2,3,0,1,12830,1,2
3883,0,4,1,13,0,7,23,1,9,16,2,1,0,4,0,36,436,547,0,5,1267,1,0,2365,889,446,791,2,1622,513,1,389,0,3,464,0,9,452,4,344
3884,0,4,0,4,1,79,3,3,0,23,2,3,0,6,0,36,3584,4227,0,4,1452,1,0,1158,1113,3627,977,2,644,3922,5,56,0,3,3760,0,3,3034,4,11089
3885,0,4,31,3,7,101,20,2,7,25,2,0,0,1,3,101,1446,148,0,1,2179,1,0,1055,2518,1461,898,2,317,285,1,236,1,2,1519,1,7,132,1,2
3886,0,2,3,3,3,70,29,3,0,29,1,3,0,3,3,11,547,687,0,0,18,1,0,12,17,560,17,2,1489,634,5,449,1,2,586,0,6,563,1,2
3887,0,2,7,2,3,26,3,3,6,1,1,3,0,3,3,29,36682,37887,0,1,4620,9,0,4696,2713,37285,2177,1,105,39532,0,84,182,3,38084,1,0,21471,4,17048
3888,0,2,63,5,1,143,34,3,6,7,1,3,3,6,0,274,5,2,0,0,434,1,1,658,175,6,164,0,1308,7,0,603,1,2,7,0,0,2,1,2
3889,0,4,3,3,3,14,2,2,11,29,2,1,0,3,7,14,2182,2597,0,1,1430,14,0,882,1099,2205,965,1,477,2404,1,179,0,3,2283,3,1,1938,4,48
3890,0,2,1,15,2,121,3,3,12,22,1,3,0,11,7,11,36707,3012,8,0,142,5,0,111,135,37309,130,1,1923,39552,0,1100,1,2,38108,0,1,345,1,2
3891,1,3,0,13,8,120,20,2,12,18,0,1,0,9,7,48,19893,2567,0,5,5895,0,0,3982,2173,20197,1788,2,776,2376,0,512,1,2,2258,0,0,243,1,2
3892,0,4,8,12,17,61,8,15,10,16,2,2,0,15,3,6,935,318,3,1,596,1,0,2,525,945,482,2,960,1044,0,6,1,2,982,5,2,6,1,2
3893,0,2,1,5,7,20,20,4,6,22,1,1,0,1,7,255,242,298,0,3,2832,1,0,2034,191,247,177,2,975,283,5,620,1,2,263,0,1,174,1,2
3894,0,4,3,3,3,67,49,6,15,41,2,0,0,3,3,37,36745,35235,0,0,768,0,0,218,265,37348,244,1,326,39592,0,49,73,0,38147,0,8,7488,3,5901
3895,1,2,0,3,1,57,47,3,0,15,1,3,0,6,7,107,138,171,3,0,1099,1,0,8423,697,141,630,0,1933,166,0,961,1,2,149,0,1,154,1,2
3896,0,0,0,2,16,114,30,1,3,18,0,0,0,8,16,11,6062,7060,6,2,1214,7,0,662,153,6145,145,5,3205,6644,0,1695,1,2,6340,0,1,4847,1,2
3897,0,2,14,4,3,32,3,3,5,4,1,3,0,3,16,9,3520,4157,3,5,3334,4,1,13490,2146,3559,348,1,489,3851,0,341,0,1,3692,0,0,2979,2,90
3898,0,4,6,15,16,106,17,22,9,0,2,1,3,18,7,97,1259,1491,0,0,355,1,0,813,65,1274,64,1,184,1388,2,143,0,1,1324,0,1,1151,6,6
3899,0,2,4,2,7,15,2,7,4,50,1,2,0,1,3,4,0,4,0,5,2632,4,0,7208,869,0,776,1,94,55,0,78,1,2,70,0,1,4,1,2
3900,1,0,8,2,7,147,18,23,15,8,0,7,8,1,6,36,48,59,0,0,105,5,0,28,100,49,98,0,1532,56,2,48,0,1,54,0,9,52,4,1574
3901,1,2,5,5,5,85,27,8,15,13,1,6,3,7,194,1,0,365,0,1,6638,1,0,9953,3050,0,2384,2,408,3,7,293,0,1,3,3,9,43,2,228
3902,1,6,1,13,5,101,25,26,13,63,2,13,0,7,3,12,0,21716,0,0,896,1,0,676,428,37383,394,2,52,21175,0,12,39,3,19974,0,9,4032,23,3161
3903,1,4,4,4,7,73,38,19,7,34,2,2,0,1,3,93,198,239,0,5,105,1,0,76,100,200,98,7,284,226,0,210,1,2,211,0,0,120,1,2
3904,1,2,1,24,3,112,3,13,5,31,1,9,0,3,3,36,780,933,3,1,353,1,1,1958,153,790,145,5,144,877,0,56,0,3,821,0,9,738,4,558
3905,0,4,0,0,7,59,25,9,16,8,2,6,3,11,3,4,0,4,0,1,3213,1,0,12484,101,3,99,0,159,4,0,78,1,2,4,5,9,4,1,2
3906,0,6,1,22,5,85,13,10,14,22,0,1,0,7,0,84,36791,4511,0,0,2273,5,0,531,1610,37394,1355,2,231,39644,0,124,0,1,38194,0,9,3226,0,3013
3907,0,4,7,10,7,25,61,3,16,6,2,3,2,1,65,36,62,76,0,0,1223,14,0,3,3,63,3,1,92,71,2,76,0,1,69,0,0,66,4,237
3908,1,13,11,2,1,39,10,16,2,23,0,2,0,6,3,15,10,16,0,3,3086,1,0,2,2040,11,1328,4,1163,14,0,732,1,2,14,0,5,14,1,2
3909,0,20,62,5,7,99,12,8,9,35,0,0,0,1,3,11,2083,2468,0,1,101,1,0,2153,96,2106,94,2,924,2290,0,595,1,2,2181,0,9,822,1,2
3910,1,2,1,3,1,25,3,3,6,9,1,3,3,6,3,101,325,405,0,5,1320,1,0,860,1301,331,854,0,1645,385,2,318,1,2,350,0,0,185,1,2
3911,0,2,42,4,9,115,3,3,0,1,1,3,0,0,3,84,0,15,3,6,434,5,1,3308,175,0,164,1,315,3,3,124,1180,3,3,0,8,21,13,223
3912,0,2,0,13,4,47,18,4,5,35,1,1,0,5,0,172,4816,5618,0,0,691,1,0,2,600,4880,547,2,462,5258,5,324,0,1,5027,0,1,346,0,1002
3913,0,2,0,0,7,104,3,3,16,6,1,3,0,0,3,36,1968,2333,6,1,2753,1,0,2,1869,1986,1564,2,644,2158,4,56,0,3,2057,3,2,1750,4,1826
3914,0,1,14,4,9,0,27,7,15,43,2,2,3,0,7,66,735,232,0,5,6330,5,0,2,743,745,670,1,634,221,7,380,1,2,776,1,0,89,1,2
3915,1,4,68,3,1,12,1,7,5,32,2,0,0,6,3,212,10759,12448,0,5,2475,5,0,3267,358,10910,328,2,851,11889,5,418,0,0,11246,0,9,5884,8,4644
3916,0,0,0,11,7,108,0,10,11,20,0,8,0,1,0,14,63,78,1,0,976,5,0,2365,692,64,625,2,96,72,0,80,0,0,71,0,6,68,4,48
3917,0,4,5,4,9,26,21,9,9,8,2,1,3,0,7,67,0,101,0,0,622,5,0,14,633,79,249,1,157,93,7,101,1,2,87,0,0,4,1,2
3918,0,4,0,13,11,37,29,5,11,45,2,6,0,13,7,175,353,438,0,2,2382,1,0,7247,541,359,497,0,1944,416,6,741,0,0,378,0,8,369,20,1873
3919,0,2,0,13,5,66,25,3,4,4,1,3,0,7,14,12,8561,22334,0,1,1170,5,0,976,367,19979,336,0,12,21869,7,12,416,0,20604,0,6,11780,2,9059
3920,1,2,8,4,1,76,3,3,2,23,1,3,3,6,3,119,0,11547,0,1,1461,1,1,1014,12,0,12,1,1227,39724,6,772,1,2,38282,0,8,768,1,2
3921,0,2,1,2,3,142,3,3,5,4,1,3,0,3,0,12,36887,3195,0,5,2366,1,0,2,132,37491,127,2,52,39735,4,12,39,3,38294,0,2,91,3,68
3922,0,4,8,2,1,66,14,7,8,8,2,0,0,6,3,352,7355,8520,3,4,51,4,0,865,49,7449,48,2,1511,8046,0,911,0,1,7666,0,6,1870,8,2835
3923,1,4,4,2,1,60,35,10,6,36,2,1,0,6,100,11,0,20480,8,5,386,1,0,42,352,0,148,2,5556,20438,0,2678,1,2,3,0,0,12868,1,2
3924,1,11,1,17,0,94,4,18,2,40,3,2,3,4,3,84,0,4133,0,5,298,1,0,222,270,0,248,0,158,3823,7,124,45,3,3670,1,8,2959,13,2290
3925,0,2,4,3,3,139,16,6,2,19,1,8,3,3,7,11,5302,468,0,0,261,1,0,171,236,5376,219,2,2972,1403,0,753,1,2,5566,3,0,390,1,2
3926,0,2,25,4,9,37,56,3,14,34,1,3,3,0,0,67,0,101,3,1,1223,1,0,105,3,79,3,1,124,93,0,101,1,2,87,0,0,4,1,2
3927,0,4,19,8,3,147,33,4,16,25,2,1,0,3,124,37,36900,38063,0,0,1743,1,0,15434,409,37504,376,1,326,39751,0,49,0,3,38311,0,8,21,13,9
3928,0,2,34,5,7,54,3,3,9,40,1,3,3,1,16,93,198,239,0,1,2753,3,0,2,1869,200,1564,7,293,226,4,218,1,2,211,3,2,120,1,2
3929,1,2,6,4,9,152,3,3,6,1,1,3,0,0,3,205,19019,2054,3,4,525,5,1,4856,164,19306,154,11,581,21109,0,399,1,2,19914,0,0,836,1,2
3930,0,1,5,7,11,147,49,18,13,55,2,8,3,13,3,211,0,15,0,0,8438,1,0,788,3735,0,829,10,5917,3,7,417,0,1,3,3,1,12607,2,256
3931,1,4,20,3,9,66,7,21,5,26,2,11,3,0,3,48,0,6114,12,1,1114,5,0,805,49,0,48,0,85,17479,7,70,1,2,3,0,9,243,1,2
3932,0,4,1,41,4,121,15,7,14,2,2,1,0,5,3,34,0,6085,0,5,1384,5,0,1273,1069,0,938,1,930,33513,0,46,402,0,3,1,8,4224,8,3300
3933,0,3,48,4,1,0,8,11,13,30,2,11,0,6,0,84,0,52,0,4,285,1,0,2951,257,0,238,2,168,3,0,131,14,0,3,1,9,46,13,30
3934,0,2,7,24,4,85,3,3,16,10,1,3,0,5,0,51,36913,73,0,1,2840,1,0,2,1097,37516,964,2,1871,39762,4,73,26,3,38322,0,1,63,11,45
3935,0,4,1,4,1,61,6,6,6,45,2,2,3,6,14,276,0,15,0,0,2144,1,0,2,1537,0,1300,1,1010,3,2,609,0,1,3,0,1,21578,0,17122
3936,0,2,11,2,9,16,3,3,9,5,1,3,0,0,3,3,3758,58,0,5,2227,0,0,173,213,3803,198,1,70,54,0,60,1,2,508,3,1,3,1,2
3937,0,3,3,3,3,102,4,7,1,13,0,2,0,3,2,160,1902,2253,5,3,38,1,0,649,37,1919,36,7,1566,2083,0,294,1,2,1982,0,1,1700,1,2
3938,0,4,7,3,6,19,47,15,3,15,2,1,0,8,0,93,114,136,0,0,1070,1,0,12320,866,117,773,7,284,135,0,210,1,2,124,0,1,120,1,2
3939,1,3,13,1,9,7,4,19,0,20,0,2,0,4,3,36,151,188,0,4,272,1,0,5,138,154,7,0,1037,183,0,264,0,0,165,0,1,168,4,125
3940,1,4,3,3,3,111,25,10,11,42,2,0,0,3,16,3,167,58,3,5,735,1,0,1307,153,170,145,1,70,54,0,60,1,2,52,0,1,3,1,2
3941,0,2,38,10,7,167,3,3,6,22,1,3,0,1,3,84,36944,38096,0,0,434,1,1,2292,175,37547,164,2,231,39790,0,124,42,0,38354,0,6,2030,13,1548
3942,0,2,1,0,9,155,41,3,0,9,1,3,0,0,3,11,0,1632,0,5,1669,1,1,1869,1105,0,971,5,5472,1515,1,1019,1,2,3,1,9,1257,1,2
3943,1,0,5,0,6,4,0,1,4,10,0,0,0,1,3,205,8,10,0,0,3136,58,0,4468,175,9,164,11,581,10,5,399,1,2,10,0,9,9,1,2
3944,0,4,1,3,3,79,21,4,16,22,2,1,0,3,0,4,0,4,0,5,7495,4,0,19368,3765,4979,2777,2,2837,4,5,1533,1,2,4,0,1,4,1,2
3945,0,4,8,13,1,117,36,4,14,15,2,1,0,8,3,9,738,891,0,5,5901,1,0,6771,3047,748,2381,1,489,838,5,341,0,1,779,1,1,43,2,53
3946,0,2,7,4,5,121,47,22,16,29,1,1,0,7,3,100,5,2,3,1,32,1,0,146,31,6,30,0,1724,7,0,1010,1,2,7,0,0,2,1,2
3947,1,3,3,3,3,108,4,5,15,7,0,2,3,3,15,5,18903,21525,0,5,3497,1,0,5003,1234,19195,1077,1,2415,20985,0,5,1,2,19803,0,9,5,1,2
3948,1,1,1,4,9,85,9,2,10,35,0,0,0,0,0,6,4,6,0,1,1806,4,0,2,1363,5,317,2,6,6,0,6,1,2,6,1,0,6,1,2
3949,1,2,8,24,1,121,47,4,2,16,1,1,0,6,3,84,0,52,3,4,897,1,0,2170,664,0,498,2,168,3,0,131,96,0,3,0,9,46,13,30
3950,0,1,29,5,7,101,20,2,12,36,2,1,0,1,0,97,9,14,0,5,282,5,0,585,32,10,31,1,184,13,0,143,0,1,13,1,0,12,6,1084
3951,0,2,11,2,3,127,46,2,6,1,1,1,0,3,0,130,273,340,0,1,1689,1,0,2,1262,278,1098,2,503,322,1,281,0,1,295,0,9,81,12,215
3952,1,2,0,10,5,108,18,51,10,45,1,12,3,7,6,84,20753,23396,0,5,2273,19,0,6505,1610,21078,1355,2,231,23024,0,124,0,3,21713,3,9,9768,13,7693
3953,1,2,45,3,1,9,5,15,6,45,1,1,3,6,0,11,0,32727,0,0,2566,1,0,8713,1763,0,1477,2,2993,33549,0,1298,1,2,3,0,1,3020,1,2
3954,1,2,3,3,3,59,7,19,1,13,1,0,0,3,0,365,0,1375,3,1,36,19,0,966,35,37621,34,2,2561,1275,0,1392,1,2,1222,0,1,499,1,2
3955,0,4,1,2,1,102,24,4,2,23,2,1,0,6,3,6,935,318,0,0,1220,4,0,42,960,945,271,1,2530,1044,5,6,1,2,982,3,0,6,1,2
3956,0,4,26,7,6,82,32,6,10,12,2,1,3,0,3,387,5552,468,5,0,335,1,0,2131,473,5638,280,1,3057,442,6,1267,1,2,5830,0,1,390,1,2
3957,1,2,1,4,3,60,35,9,1,34,1,2,0,3,19,63,14565,16729,0,0,818,1,0,8424,123,14773,119,0,321,16124,0,94,0,0,15229,0,9,164,0,8419
3958,0,5,7,7,1,89,47,8,16,32,0,0,0,6,3,29,30077,32016,3,3,2064,1,0,1938,1480,30566,1255,2,44,32734,0,34,22,3,31355,0,1,33,4,15
3959,1,0,0,4,9,72,10,4,0,5,0,1,0,0,3,37,2407,2865,0,5,399,0,0,935,76,2431,74,2,55,2642,5,49,68,0,2521,0,1,2119,3,1621
3960,0,2,3,3,3,61,3,3,10,21,1,3,0,3,7,67,0,101,0,1,8447,1,0,15230,3461,79,2610,1,124,93,6,101,1,2,87,1,8,4,1,2
3961,1,3,7,4,3,0,38,22,2,4,2,8,0,3,3,117,0,15,0,4,4806,1,0,9812,1085,0,954,2,346,3,0,183,73,3,3,0,1,21,16,9
3962,0,4,4,8,10,17,57,7,13,37,2,0,0,10,7,11,45,56,0,0,1366,1,0,2,1053,46,927,1,372,52,0,59,1,2,50,0,2,51,1,2
3963,0,2,3,13,6,47,16,1,4,35,1,1,0,8,0,28,28707,30852,3,2,282,1,0,1052,32,29156,31,0,754,31367,0,493,26,0,29948,0,9,641,6,486
3964,0,4,17,10,7,99,8,2,4,25,2,1,0,1,7,37,398,498,17,6,838,1,0,19404,516,404,474,2,55,467,0,49,0,0,423,1,1,415,3,18
3965,0,3,1,17,18,68,49,2,15,21,0,1,3,2,3,14,5875,6834,0,5,1128,1,0,1314,106,5960,104,2,242,6446,1,179,0,3,6152,0,9,4704,0,48
3966,1,20,48,5,5,125,4,8,10,28,4,8,3,4,3,67,0,101,0,0,1868,1,0,17104,157,79,149,1,124,93,0,101,1,2,87,1,1,4,1,2
3967,0,2,13,9,7,79,3,3,6,22,1,3,3,1,3,30,17642,20177,0,1,535,1,0,2,833,17905,438,2,438,19587,5,36,0,0,18472,0,0,12691,6,16309
3968,0,3,0,0,5,72,38,7,14,14,0,0,3,7,0,12,0,5507,1,5,1530,1,0,10000,729,0,658,1,50,35950,0,12,26,3,3,0,1,320,2,3013
3969,0,4,24,4,7,20,42,1,6,6,2,1,0,7,642,14,333,416,0,1,790,1,0,157,191,339,177,2,287,395,1,213,0,0,359,0,1,338,4,516
3970,0,11,0,7,5,109,24,8,5,42,3,2,3,7,0,84,35433,6689,0,0,285,1,0,1887,257,36007,238,17,1027,38246,0,124,40,3,36830,1,9,14471,13,11520
3971,0,2,7,19,9,43,3,13,0,31,1,9,0,0,3,11,25633,28119,0,0,73,1,1,2,70,26048,34,7,1193,28153,8,154,1,2,26784,0,7,1153,1,2
3972,0,4,4,2,1,171,29,1,16,18,2,1,3,6,0,348,34,41,0,0,4651,0,0,7172,128,35,123,0,1767,38,1,902,0,1,38,0,1,2,19,1504
3973,0,3,9,3,1,99,1,19,6,16,2,0,0,6,3,249,98,121,0,0,2150,3,0,162,1540,101,924,19,801,116,0,524,1,2,108,0,0,104,1,2
3974,0,2,34,3,1,37,3,3,9,16,1,3,0,6,0,11,45,56,0,0,1912,1,0,2528,950,46,843,1,502,52,5,59,1,2,50,1,0,51,1,2
3975,0,4,26,4,9,111,3,3,6,22,2,3,0,0,3,11,123,151,0,0,927,1,0,193,7,126,7,2,311,148,0,231,1,2,134,0,0,133,1,2
3976,0,11,11,0,6,88,9,16,10,18,3,0,0,8,0,36,1691,1986,0,0,599,0,0,75,473,1706,280,1,64,1849,0,56,0,0,1764,0,1,1513,4,10908
3977,0,1,0,4,6,72,30,1,0,9,0,1,0,8,25,92,0,130,3,1,1282,1,0,528,605,0,552,2,1709,6820,1,135,1,2,3,0,0,91,1,2
3978,1,5,0,5,9,72,1,19,5,16,0,2,3,0,3,56,0,29608,0,5,1885,1,0,19447,180,0,166,2,176,29903,2,137,94,3,28498,0,6,1563,8,1186
3979,0,4,8,4,9,18,35,1,0,8,2,1,0,0,0,68,6112,844,0,5,3526,1,0,2,2234,6197,1836,1,126,6702,1,102,1,2,6397,0,0,683,1,2
3980,0,2,6,3,7,97,3,13,5,31,1,9,0,1,16,18,10,16,0,0,4919,5,1,5110,2825,11,2260,2,22,14,5,21,1,2,14,0,10,14,1,2
3981,1,3,13,11,11,94,0,23,14,18,0,4,3,1,0,84,12970,7760,24,0,979,4,0,2,803,13159,238,0,1474,9912,0,162,0,3,13552,0,9,150,13,106
